原句,分词,词频,关键词(TF-IDF),关键词(TextRank),关键词(我们的方法)
新科技革命及其带来的重大科技发现发明和广泛应用，推动世界范围内生产力、生产方式、生活方式和经济社会发生了前所未有的深刻变化。所有这些，引起全球经济格局、利益格局和安全格局发生了前所未有的重大变化。与时代、实践和科技的发展相联系，从20世纪70年代后期开始，在世界范围内兴起了以增强综合国力为中心目标的竞争浪潮，这个浪潮涉及国家之广泛、涉及领域之全面、持续时间之长久，都具有标志性的时代意义。,科技,3,格局,格局,科技
,格局,3,科技,科技,发展
,重大,2,浪潮,浪潮,经济
,范围,2,前所未有,前所未有,国家
,涉及,2,20,20,推动
,浪潮,2,70,70,领域
,时代,2,涉及,涉及,世界
,变化,2,时代,时代,重大
,发生,2,重大,重大,全球
,前所未有,2,范围,范围,具有
,世界,2,综合国力,综合国力,全面
,领域,1,变化,变化,增强
,革命,1,标志性,标志性,革命
,长久,1,世界,世界,安全
,这些,1,发生,发生,经济社会
,这个,1,,,
,联系,1,,,
,综合国力,1,,,
,经济社会,1,,,
,经济,1,,,
,竞争,1,,,
,目标,1,,,
,生活,1,,,
,生产方式,1,,,
,生产力,1,,,
,深刻,1,,,
,标志性,1,,,
,方式,1,,,
,推动,1,,,
,持续时间,1,,,
,所有,1,,,
,意义,1,,,
,引起,1,,,
,开始,1,,,
,广泛应用,1,,,
,广泛,1,,,
,年代,1,,,
,带来,1,,,
,实践,1,,,
,安全,1,,,
,增强,1,,,
,国家,1,,,
,后期,1,,,
,发现,1,,,
,发明,1,,,
,发展,1,,,
,及其,1,,,
,利益,1,,,
,具有,1,,,
,兴起,1,,,
,全面,1,,,
,全球,1,,,
,中心,1,,,
,世纪,1,,,
,70,1,,,
,20,1,,,
,,,,,
科学判断和全面把握国际形势的发展变化，正确应对世界多极化和经济全球化以及科技进步的发展趋势，妥善处理影响世界和平与发展的各种复杂和不确定因素，抓住和用好重要战略机遇期，在日益激烈的综合国力竞争中又好又快地发展自己，在风云变幻的国际环境中建设和发展中国特色社会主义，这是我们党在改革开放历史新时期长期面对的重大课题。,发展,4,发展,发展,发展
,世界,2,机遇期,机遇期,建设
,风云变幻,1,多极化,多极化,经济
,面对,1,风云变幻,风云变幻,我们
,长期,1,综合国力,综合国力,科学
,重要,1,科技进步,科技进步,中国
,重大,1,妥善处理,妥善处理,世界
,这是,1,国际形势,国际形势,战略
,课题,1,世界,世界,国际
,自己,1,全球化,全球化,重要
,综合国力,1,发展趋势,发展趋势,重大
,经济,1,改革开放,改革开放,全面
,竞争,1,课题,课题,环境
,科技进步,1,和平,和平,社会主义
,科学,1,抓住,抓住,把握
,社会主义,1,,,
,确定,1,,,
,环境,1,,,
,特色,1,,,
,激烈,1,,,
,正确,1,,,
,机遇期,1,,,
,时期,1,,,
,日益,1,,,
,改革开放,1,,,
,抓住,1,,,
,把握,1,,,
,战略,1,,,
,我们,1,,,
,影响,1,,,
,建设,1,,,
,应对,1,,,
,妥善处理,1,,,
,多极化,1,,,
,复杂,1,,,
,国际形势,1,,,
,国际,1,,,
,因素,1,,,
,和平,1,,,
,各种,1,,,
,变化,1,,,
,发展趋势,1,,,
,历史,1,,,
,判断,1,,,
,全面,1,,,
,全球化,1,,,
,以及,1,,,
,中国,1,,,
,,,,,
工人阶级在夺取全面建设小康社会新胜利中发挥主力军作用，就要坚持走中国特色自主创新道路，在加快建立以企业为主体、市场为导向、产学研相结合的技术创新体系，引导和支持创新要素向企业集聚，促进科技成果向现实生产力转化方面贡献智慧和力量。要在广大职工群众中营造浓厚的学习探索风气、革新创造风气、求真务实风气，使创新智慧竞相迸发、创新能量充分释放、创新成果大量涌现。要在创新实践中全面提升职工队伍整体素质，培养更多掌握新知识、新技能、新本领的知识型工人和一线创新人才，为建设创新型国家和创新型企业充分施展才华。,创新,7,创新,创新,创新
,风气,3,风气,风气,建设
,企业,3,创新型,创新型,国家
,智慧,2,智慧,智慧,加快
,建设,2,知识型,知识型,中国
,创新型,2,施展才华,施展才华,人才
,全面,2,新技能,新技能,企业
,充分,2,企业,企业,自主
,革新,1,职工队伍,职工队伍,体系
,集聚,1,充分,充分,坚持
,释放,1,求真务实,求真务实,发挥
,道路,1,广大职工,广大职工,提升
,迸发,1,全面,全面,促进
,转化,1,整体素质,整体素质,作用
,贡献,1,产学研,产学研,支持
,要素,1,,,
,营造,1,,,
,自主,1,,,
,能量,1,,,
,胜利,1,,,
,职工队伍,1,,,
,群众,1,,,
,竞相,1,,,
,科技成果,1,,,
,知识型,1,,,
,知识,1,,,
,相结合,1,,,
,生产力,1,,,
,现实,1,,,
,特色,1,,,
,涌现,1,,,
,浓厚,1,,,
,求真务实,1,,,
,本领,1,,,
,施展才华,1,,,
,方面,1,,,
,新技能,1,,,
,整体素质,1,,,
,支持,1,,,
,提升,1,,,
,探索,1,,,
,掌握,1,,,
,技术创新,1,,,
,成果,1,,,
,引导,1,,,
,建立,1,,,
,广大职工,1,,,
,市场,1,,,
,工人阶级,1,,,
,工人,1,,,
,就要,1,,,
,小康社会,1,,,
,导向,1,,,
,实践,1,,,
,学习,1,,,
,夺取,1,,,
,大量,1,,,
,培养,1,,,
,坚持,1,,,
,国家,1,,,
,发挥,1,,,
,加快,1,,,
,力量,1,,,
,创造,1,,,
,促进,1,,,
,作用,1,,,
,体系,1,,,
,人才,1,,,
,产学研,1,,,
,主力军,1,,,
,主体,1,,,
,中国,1,,,
,一线,1,,,
,,,,,
要继续全心全意为职工群众服务，通过加强思想教育和技能培训，不断提高职工队伍思想道德素质和科学文化素质，努力建设学习型、知识型、创新型职工队伍。,职工队伍,2,职工队伍,职工队伍,建设
,思想,2,知识型,知识型,加强
,道德素质,1,职工群众,职工群众,科学
,通过,1,道德素质,道德素质,提高
,职工群众,1,思想,思想,不断
,继续,1,文化素质,文化素质,努力
,科学,1,学习型,学习型,服务
,知识型,1,全心全意,全心全意,创新型
,服务,1,创新型,创新型,继续
,文化素质,1,技能,技能,教育
,教育,1,培训,培训,通过
,提高,1,努力,努力,思想
,技能,1,教育,教育,文化素质
,建设,1,科学,科学,职工队伍
,学习型,1,加强,加强,培训
,培训,1,,,
,努力,1,,,
,加强,1,,,
,创新型,1,,,
,全心全意,1,,,
,不断,1,,,
,,,,,
在推进能源领域战略合作的同时，双方还可以挖掘农业、基础设施建设、高技术等重点领域的合作潜力，落实农业基础设施建设、农业科研、农作物种植等合作项目，推动住房、铁路、通信、电力等大型合作项目取得新进展。希望两国企业界发扬创新精神，努力增加人才培训、技术转让等新的合作途径，不断拓宽汽车、家电、手机生产项目和科贸园区建设等新的合作领域，培育双边经贸关系新的增长点，形成两国经贸合作发展和两国产业结构升级相互促进的良好局面，为两国人民创造更多实实在在的利益,合作,4,合作,合作,创新
,领域,3,合作项目,合作项目,发展
,建设,3,领域,领域,建设
,基础设施,2,建设,建设,推动
,合作项目,2,基础设施,基础设施,合作
,农业,2,科贸,科贸,领域
,高技术,1,农业科研,农业科研,人才
,项目,1,农业,农业,战略
,铁路,1,相互促进,相互促进,推进
,重点,1,两国人民,两国人民,农业
,通信,1,经贸关系,经贸关系,形成
,途径,1,企业界,企业界,不断
,落实,1,经贸合作,经贸合作,精神
,良好,1,新进展,新进展,努力
,能源,1,技术转让,技术转让,取得
,经贸合作,1,,,
,经贸关系,1,,,
,精神,1,,,
,科贸,1,,,
,种植,1,,,
,相互促进,1,,,
,电力,1,,,
,生产,1,,,
,潜力,1,,,
,汽车,1,,,
,新进展,1,,,
,推进,1,,,
,推动,1,,,
,挖掘,1,,,
,拓宽,1,,,
,技术转让,1,,,
,手机,1,,,
,战略,1,,,
,形成,1,,,
,希望,1,,,
,局面,1,,,
,家电,1,,,
,实实在在,1,,,
,大型,1,,,
,增长点,1,,,
,增加,1,,,
,培训,1,,,
,培育,1,,,
,园区,1,,,
,同时,1,,,
,可以,1,,,
,取得,1,,,
,发扬,1,,,
,发展,1,,,
,双边,1,,,
,双方,1,,,
,升级,1,,,
,努力,1,,,
,利益,1,,,
,创造,1,,,
,创新,1,,,
,农作物,1,,,
,农业科研,1,,,
,住房,1,,,
,企业界,1,,,
,人才,1,,,
,产业结构,1,,,
,两国人民,1,,,
,两国,1,,,
,不断,1,,,
,,,,,
我国独立的比较完整的工业体系和国民经济体系的形成，辽阔内地和民族地区一大批新的工业基地的开辟，关系国计民生的重点工程的建设，追赶世界先进水平的科学技术的突破，教育卫生体育事业的兴旺，文化艺术事业的繁荣，国家“一穷二白”面貌的改变，无不凝结着我国工人阶级和劳动群众辛勤劳动的汗水、创新创造的智慧。,我国,2,一穷二白,一穷二白,创新
,面貌,1,体育事业,体育事业,建设
,重点,1,辛勤劳动,辛勤劳动,国家
,追赶,1,我国,我国,我国
,辽阔,1,国计民生,国计民生,世界
,辛勤劳动,1,工业体系,工业体系,体系
,艺术,1,兴旺,兴旺,突破
,群众,1,凝结,凝结,形成
,繁荣,1,汗水,汗水,科学技术
,突破,1,辽阔,辽阔,水平
,科学技术,1,工人阶级,工人阶级,创造
,独立,1,一大批,一大批,先进
,汗水,1,面貌,面貌,重点
,水平,1,追赶,追赶,智慧
,民族,1,无不,无不,工程
,比较,1,,,
,智慧,1,,,
,无不,1,,,
,文化,1,,,
,教育,1,,,
,改变,1,,,
,形成,1,,,
,开辟,1,,,
,建设,1,,,
,工程,1,,,
,工人阶级,1,,,
,工业体系,1,,,
,工业,1,,,
,完整,1,,,
,基地,1,,,
,地区,1,,,
,国计民生,1,,,
,国民经济,1,,,
,国家,1,,,
,卫生,1,,,
,劳动,1,,,
,创造,1,,,
,创新,1,,,
,凝结,1,,,
,内地,1,,,
,兴旺,1,,,
,关系,1,,,
,先进,1,,,
,体育事业,1,,,
,体系,1,,,
,事业,1,,,
,世界,1,,,
,一穷二白,1,,,
,一大批,1,,,
,,,,,
要注重提高职工群众思想道德水平和科学文化水平。坚持在广大职工中深入开展社会主义核心价值体系教育，特别是要引导广大职工牢固树立中国特色社会主义共同理想和实现中华民族伟大复兴的坚定信念。引导职工进一步增强爱岗敬业和岗位成才意识，主动适应科学技术日新月异的新形势，自觉学习、刻苦学习、终身学习，努力掌握新知识、锻造新技能、增长新本领，加快职工队伍知识化进程。我国要建成创新型国家，在科技前沿必须有一大批具有原始创新能力和世界一流水平的高科技人才，在生产一线必须有一大批高技能人才。,水平,3,广大职工,广大职工,国家
,学习,3,学习,学习,加快
,社会主义,2,一大批,一大批,我国
,必须,2,水平,水平,科学
,引导,2,科技前沿,科技前沿,中国
,广大职工,2,引导,引导,人才
,人才,2,人才,人才,世界
,一大批,2,职工群众,职工群众,实现
,高科技,1,新技能,新技能,坚持
,高技能,1,社会主义,社会主义,提高
,锻造,1,共同理想,共同理想,科学技术
,适应,1,职工队伍,职工队伍,创新能力
,进程,1,高技能,高技能,具有
,进一步,1,坚定信念,坚定信念,水平
,自觉,1,知识化,知识化,必须
,职工队伍,1,,,
,职工群众,1,,,
,职工,1,,,
,终身,1,,,
,科技前沿,1,,,
,科学技术,1,,,
,科学,1,,,
,知识化,1,,,
,知识,1,,,
,生产,1,,,
,特色,1,,,
,特别,1,,,
,牢固,1,,,
,爱岗敬业,1,,,
,深入开展,1,,,
,注重,1,,,
,核心,1,,,
,树立,1,,,
,本领,1,,,
,日新月异,1,,,
,新技能,1,,,
,文化,1,,,
,教育,1,,,
,提高,1,,,
,掌握,1,,,
,我国,1,,,
,成才,1,,,
,意识,1,,,
,思想道德,1,,,
,形势,1,,,
,建成,1,,,
,岗位,1,,,
,实现,1,,,
,复兴,1,,,
,增长,1,,,
,增强,1,,,
,坚持,1,,,
,坚定信念,1,,,
,国家,1,,,
,原始,1,,,
,努力,1,,,
,加快,1,,,
,刻苦,1,,,
,创新能力,1,,,
,创新型,1,,,
,具有,1,,,
,共同理想,1,,,
,伟大,1,,,
,价值体系,1,,,
,主动,1,,,
,中国,1,,,
,中华民族,1,,,
,世界,1,,,
,一线,1,,,
,一流,1,,,
,,,,,
当今世界，科学技术日新月异，知识经济方兴未艾，知识总量呈几何级数增长，知识更新速度大大加快，近50年来人类社会所创造的知识比过去3000年的总和还要多。联合国教科文组织的埃德加·富尔先生预言：“未来的文盲，不再是不识字的人，而是没有学会怎样学习的人。”现代人才学中有一个理论叫做“蓄电池理论”，认为人的一生只充一次电的时代已经过去，只有成为一块高效蓄电池，进行不间断的、持续的充电，才能不间断地、持续地释放能量。一个人是这样，一个国家、一个社会、一个政党也是这样。,一个,5,知识,知识,国家
,知识,3,不间断,不间断,加快
,这样,2,蓄电池,蓄电池,社会
,过去,2,一个,一个,人类
,蓄电池,2,埃德加,埃德加,科学技术
,社会,2,人才学,人才学,成为
,理论,2,50,50,创造
,持续,2,3000,3000,现代
,不间断,2,富尔,富尔,持续
,高效,1,只充,只充,一个
,预言,1,知识经济,知识经济,未来
,释放,1,几何级数,几何级数,时代
,速度,1,理论,理论,增长
,进行,1,日新月异,日新月异,知识
,还要,1,持续,持续,学习
,识字,1,,,
,认为,1,,,
,能量,1,,,
,联合国教科文组织,1,,,
,而是,1,,,
,科学技术,1,,,
,知识经济,1,,,
,现代,1,,,
,没有,1,,,
,未来,1,,,
,更新,1,,,
,时代,1,,,
,日新月异,1,,,
,方兴未艾,1,,,
,文盲,1,,,
,政党,1,,,
,才能,1,,,
,成为,1,,,
,总量,1,,,
,总和,1,,,
,怎样,1,,,
,当今世界,1,,,
,年来,1,,,
,已经,1,,,
,富尔,1,,,
,学会,1,,,
,学习,1,,,
,大大,1,,,
,增长,1,,,
,埃德加,1,,,
,国家,1,,,
,叫做,1,,,
,只有,1,,,
,只充,1,,,
,加快,1,,,
,创造,1,,,
,几何级数,1,,,
,先生,1,,,
,充电,1,,,
,人类,1,,,
,人才学,1,,,
,中有,1,,,
,不再,1,,,
,一生,1,,,
,一次,1,,,
,一块,1,,,
,50,1,,,
,3000,1,,,
,,,,,
领导干部不管学什么专业，无论处在哪个层次和岗位，都应该把提高科学素养作为读书学习的重要目标，通过读书学习进一步树立科学观念，掌握科学方法，弘扬科学精神，使自己不断增加对本职工作的规律性认识，成为学科学、懂科学、用科学的模范。,科学,6,科学,科学,科学
,读书,2,读书,读书,重要
,学习,2,科学素养,科学素养,提高
,领导,1,学习,学习,不断
,重要,1,本职工作,本职工作,成为
,通过,1,弘扬,弘扬,精神
,进一步,1,规律性,规律性,作为
,认识,1,模范,模范,进一步
,规律性,1,岗位,岗位,领导
,观念,1,树立,树立,掌握
,自己,1,层次,层次,自己
,精神,1,观念,观念,弘扬
,科学素养,1,哪个,哪个,目标
,目标,1,处在,处在,学习
,模范,1,无论,无论,应该
,树立,1,,,
,本职工作,1,,,
,无论,1,,,
,方法,1,,,
,提高,1,,,
,掌握,1,,,
,成为,1,,,
,弘扬,1,,,
,应该,1,,,
,干部,1,,,
,岗位,1,,,
,层次,1,,,
,处在,1,,,
,增加,1,,,
,哪个,1,,,
,作为,1,,,
,什么,1,,,
,专业,1,,,
,不管,1,,,
,不断,1,,,
,,,,,
爱因斯坦说：“学习知识要善于思考、思考、再思考，我就是靠这个方法成为科学家的。”领导干部阅历丰富，独立思考能力比较强，要带着问题读书，养成边读书边思考的习惯，在广泛阅读的基础上，联系实际，开动脑筋，对现实中的疑惑进行深入思考，力求把零散的东西变为系统的、孤立的东西变为相互联系的、粗浅的东西变为精深的、感性的东西变为理性的。要敢于拿起批判的武器，在思考中发现新的问题，在继承前人的基础上努力形成新的认识。,思考,6,思考,思考,基础
,变为,4,变为,变为,问题
,东西,4,东西,东西,形成
,问题,2,读书,读书,能力
,读书,2,开动脑筋,开动脑筋,成为
,基础,2,粗浅,粗浅,科学家
,领导,1,独立思考,独立思考,努力
,零散,1,联系实际,联系实际,领导
,阅读,1,精深,精深,知识
,阅历,1,基础,基础,这个
,进行,1,零散,零散,就是
,这个,1,感性,感性,学习
,认识,1,阅历,阅历,深入
,能力,1,爱因斯坦,爱因斯坦,方法
,联系实际,1,前人,前人,认识
,联系,1,,,
,继承,1,,,
,系统,1,,,
,精深,1,,,
,粗浅,1,,,
,科学家,1,,,
,知识,1,,,
,相互,1,,,
,疑惑,1,,,
,理性,1,,,
,现实,1,,,
,独立思考,1,,,
,爱因斯坦,1,,,
,深入,1,,,
,比较,1,,,
,武器,1,,,
,方法,1,,,
,敢于,1,,,
,批判,1,,,
,成为,1,,,
,感性,1,,,
,形成,1,,,
,开动脑筋,1,,,
,广泛,1,,,
,干部,1,,,
,就是,1,,,
,学习,1,,,
,孤立,1,,,
,善于,1,,,
,发现,1,,,
,努力,1,,,
,力求,1,,,
,前人,1,,,
,养成,1,,,
,习惯,1,,,
,丰富,1,,,
,,,,,
要在全社会大力弘扬创新精神、提高创新能力，为坚持走中国特色自主创新道路、建设创新型国家奠定坚实的群众基础。,创新,2,创新,创新,创新
,道路,1,弘扬,弘扬,建设
,自主,1,创新能力,创新能力,国家
,群众,1,创新型,创新型,中国
,精神,1,坚实,坚实,自主
,社会,1,大力,大力,基础
,特色,1,奠定,奠定,社会
,提高,1,自主,自主,坚持
,弘扬,1,特色,特色,提高
,建设,1,群众,群众,创新能力
,奠定,1,道路,道路,精神
,大力,1,坚持,坚持,创新型
,基础,1,精神,精神,大力
,坚持,1,建设,建设,弘扬
,坚实,1,基础,基础,特色
,国家,1,,,
,创新能力,1,,,
,创新型,1,,,
,中国,1,,,
,,,,,
青少年从小就要崇尚科学、追求真知，勤奋学习、锐意创新，保持持续的想象力和创造力，努力掌握创新方法，不断提高创新本领。,创新,3,创新,创新,创新
,青少年,1,勤奋学习,勤奋学习,科学
,锐意,1,真知,真知,提高
,追求,1,锐意,锐意,不断
,科学,1,创造力,创造力,努力
,真知,1,想象力,想象力,持续
,本领,1,崇尚,崇尚,掌握
,方法,1,青少年,青少年,方法
,提高,1,本领,本领,青少年
,掌握,1,从小,从小,保持
,持续,1,追求,追求,追求
,想象力,1,掌握,掌握,本领
,崇尚,1,努力,努力,崇尚
,就要,1,就要,就要,就要
